serialNumber,category,brand,model,schoolCode,status,specifications,condition
TAB-031486810,Tablet,Samsung,Tab M10,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
TAB-031487904,Tablet,Samsung,iPad 9th Gen,,Available,"4000 Lumens, Wireless",New
DES-031488649,Desktop,HP,Veriton M,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-031489850,Laptop,HP,Latitude 3520,,Maintenance,"10.1 inch Display, 64GB Storage",Good
OTH-031490546,Others,Logitech,DCP-L2550DW,,Maintenance,"3000 Lumens, HDMI, VGA",New
LAP-031491538,Laptop,Lenovo,VivoBook 15,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
LAP-031492327,Laptop,ASUS,ProBook 450,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
TAB-031493285,Tablet,Apple,MatePad,,Available,"3000 Lumens, HDMI, VGA",New
DES-031494639,Desktop,Acer,Veriton M,,Available,"3000 Lumens, HDMI, VGA",Fair
TAB-031495456,Tablet,Lenovo,MatePad,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
PRO-031496634,Projector,Epson,HD146X,,Available,"3000 Lumens, HDMI, VGA",Good
LAP-031497296,Laptop,Dell,VivoBook 15,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
OTH-031498691,Others,Brother,Webcam C920,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
LAP-031499331,Laptop,Lenovo,VivoBook 15,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
TAB-031500187,Tablet,Huawei,iPad 9th Gen,,Maintenance,"4000 Lumens, Wireless",Good
PRO-031501810,Projector,ViewSonic,HD146X,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
DES-031502745,Desktop,Lenovo,EliteDesk 800,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
PRO-031503822,Projector,Optoma,PA503W,,Available,"10.1 inch Display, 64GB Storage",New
LAP-031504908,Laptop,Lenovo,ProBook 450,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
PRO-031505063,Projector,BenQ,MH550,,Available,"4000 Lumens, Wireless",Fair
TAB-031506667,Tablet,Lenovo,iPad 9th Gen,,Maintenance,"10.1 inch Display, 64GB Storage",New
TAB-031507294,Tablet,Apple,MatePad,,Available,"4000 Lumens, Wireless",New
TAB-031508114,Tablet,Lenovo,Galaxy Tab A8,,Maintenance,"4000 Lumens, Wireless",New
OTH-031509326,Others,Canon,LaserJet Pro,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
DES-031510356,Desktop,Dell,Veriton M,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
OTH-031511171,Others,HP,Printer MF445dw,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
OTH-031512294,Others,Brother,Webcam C920,,Available,"3000 Lumens, HDMI, VGA",Fair
DES-031513802,Desktop,HP,EliteDesk 800,,Maintenance,"Network Ready, Duplex Printing",Good
PRO-031514129,Projector,BenQ,PA503W,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
PRO-031515062,Projector,Epson,EB-X05,,Maintenance,"10.1 inch Display, 64GB Storage",New
PRO-031516590,Projector,Optoma,MH550,,Maintenance,"3000 Lumens, HDMI, VGA",Good
DES-031517392,Desktop,HP,Veriton M,,Maintenance,"13.3 inch Display, 128GB Storage",Good
LAP-031518198,Laptop,ASUS,Latitude 3520,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-031519742,Laptop,ASUS,ProBook 450,,Available,"3000 Lumens, HDMI, VGA",New
LAP-031520057,Laptop,Acer,ProBook 450,,Available,"10.1 inch Display, 64GB Storage",New
PRO-031521161,Projector,BenQ,EB-X05,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
PRO-031522653,Projector,Epson,EB-X05,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
DES-031523618,Desktop,Acer,OptiPlex 3080,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-031524116,Projector,Epson,MH550,,Maintenance,"3000 Lumens, HDMI, VGA",New
TAB-031525706,Tablet,Lenovo,Tab M10,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
DES-031526538,Desktop,Lenovo,EliteDesk 800,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
PRO-031527938,Projector,ViewSonic,HD146X,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
TAB-031528010,Tablet,Huawei,iPad 9th Gen,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
LAP-031529878,Laptop,HP,ProBook 450,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
DES-031530728,Desktop,HP,ThinkCentre M720,,Available,"10.1 inch Display, 64GB Storage",Fair
DES-031531470,Desktop,Dell,ThinkCentre M720,,Available,"13.3 inch Display, 128GB Storage",Good
PRO-031532811,Projector,Optoma,PA503W,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
TAB-031533647,Tablet,Lenovo,iPad 9th Gen,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
OTH-031534126,Others,HP,Webcam C920,,Available,"Network Ready, Duplex Printing",Fair
OTH-031535262,Others,Logitech,DCP-L2550DW,,Available,"3000 Lumens, HDMI, VGA",New
OTH-031536742,Others,Canon,Printer MF445dw,,Maintenance,"4000 Lumens, Wireless",Good
DES-031537068,Desktop,Lenovo,EliteDesk 800,,Maintenance,"10.1 inch Display, 64GB Storage",Good
PRO-031538548,Projector,Epson,HD146X,,Maintenance,"4000 Lumens, Wireless",Fair
DES-031539250,Desktop,Dell,OptiPlex 3080,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
OTH-031540964,Others,Canon,DCP-L2550DW,,Maintenance,"4000 Lumens, Wireless",Fair
TAB-031541932,Tablet,Apple,Tab M10,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
OTH-031542794,Others,Logitech,Printer MF445dw,,Maintenance,"4000 Lumens, Wireless",Good
LAP-031543867,Laptop,Acer,VivoBook 15,,Available,"Network Ready, Duplex Printing",Good
DES-031544234,Desktop,Dell,ThinkCentre M720,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
TAB-031545805,Tablet,Samsung,MatePad,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
TAB-031546830,Tablet,Samsung,iPad 9th Gen,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
LAP-031547720,Laptop,Lenovo,Aspire 5,,Available,"Network Ready, Duplex Printing",Fair
TAB-031548658,Tablet,Apple,iPad 9th Gen,,Available,"3000 Lumens, HDMI, VGA",Fair
TAB-031549566,Tablet,Apple,iPad 9th Gen,,Available,"10.1 inch Display, 64GB Storage",Good
OTH-031550462,Others,HP,Printer MF445dw,,Maintenance,"10.1 inch Display, 64GB Storage",New
LAP-031551769,Laptop,Lenovo,ProBook 450,,Maintenance,"3000 Lumens, HDMI, VGA",Good
PRO-031552963,Projector,Epson,MH550,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
DES-031553892,Desktop,Acer,EliteDesk 800,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
LAP-031554311,Laptop,ASUS,ThinkPad E14,,Available,"10.1 inch Display, 64GB Storage",Fair
DES-031555483,Desktop,Acer,ThinkCentre M720,,Maintenance,"13.3 inch Display, 128GB Storage",Good
DES-031556523,Desktop,Acer,ThinkCentre M720,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
TAB-031557959,Tablet,Huawei,iPad 9th Gen,,Maintenance,"13.3 inch Display, 128GB Storage",New
TAB-031558526,Tablet,Lenovo,Tab M10,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
DES-031559499,Desktop,Dell,ThinkCentre M720,,Available,"10.1 inch Display, 64GB Storage",Good
DES-031560202,Desktop,HP,ThinkCentre M720,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
TAB-031561242,Tablet,Huawei,Galaxy Tab A8,,Available,"Network Ready, Duplex Printing",Good
LAP-031562336,Laptop,Lenovo,ThinkPad E14,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-031563271,Others,Brother,Printer MF445dw,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
OTH-031564573,Others,Canon,DCP-L2550DW,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
OTH-031565635,Others,Brother,Printer MF445dw,,Available,"3000 Lumens, HDMI, VGA",New
TAB-031566731,Tablet,Huawei,MatePad,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
LAP-031567807,Laptop,HP,VivoBook 15,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
TAB-031568006,Tablet,Huawei,Tab M10,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
OTH-031569178,Others,Logitech,DCP-L2550DW,,Available,"4000 Lumens, Wireless",Fair
TAB-031570156,Tablet,Apple,iPad 9th Gen,,Maintenance,"3000 Lumens, HDMI, VGA",New
LAP-031571614,Laptop,HP,ProBook 450,,Maintenance,"10.1 inch Display, 64GB Storage",New
LAP-031572544,Laptop,ASUS,Aspire 5,,Available,"3000 Lumens, HDMI, VGA",Good
PRO-031573779,Projector,ViewSonic,EB-X05,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
PRO-031574091,Projector,Epson,MH550,,Available,"Network Ready, Duplex Printing",Good
LAP-031575617,Laptop,Dell,Aspire 5,,Available,"10.1 inch Display, 64GB Storage",Fair
TAB-031576757,Tablet,Samsung,Galaxy Tab A8,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
DES-031577099,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
TAB-031578719,Tablet,Samsung,Tab M10,,Available,"Network Ready, Duplex Printing",Fair
DES-031579729,Desktop,Dell,ThinkCentre M720,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-031580651,Others,Canon,DCP-L2550DW,,Available,"Network Ready, Duplex Printing",Good
PRO-031581052,Projector,BenQ,EB-X05,,Available,"Network Ready, Duplex Printing",Good
PRO-031582329,Projector,ViewSonic,HD146X,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
DES-031583764,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"Network Ready, Duplex Printing",Fair
PRO-031584631,Projector,BenQ,HD146X,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
OTH-031585493,Others,Logitech,Printer MF445dw,,Maintenance,"Network Ready, Duplex Printing",New
LAP-031586066,Laptop,Acer,ProBook 450,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
TAB-031587194,Tablet,Huawei,Galaxy Tab A8,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
OTH-031588843,Others,Brother,LaserJet Pro,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
DES-031589856,Desktop,Dell,Veriton M,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
OTH-031590979,Others,Canon,LaserJet Pro,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
TAB-031591894,Tablet,Samsung,Galaxy Tab A8,,Available,"10.1 inch Display, 64GB Storage",Fair
OTH-031592525,Others,HP,LaserJet Pro,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
TAB-031593273,Tablet,Huawei,Tab M10,,Maintenance,"Network Ready, Duplex Printing",Fair
TAB-031594437,Tablet,Huawei,iPad 9th Gen,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
LAP-031595418,Laptop,Acer,ProBook 450,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
DES-031596529,Desktop,Dell,ThinkCentre M720,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
OTH-031597690,Others,Logitech,Webcam C920,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
LAP-031598897,Laptop,Lenovo,Latitude 3520,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-031599426,Desktop,Dell,Veriton M,,Maintenance,"10.1 inch Display, 64GB Storage",New
DES-031600055,Desktop,HP,ThinkCentre M720,,Maintenance,"13.3 inch Display, 128GB Storage",New
DES-031601068,Desktop,Acer,ThinkCentre M720,,Available,"10.1 inch Display, 64GB Storage",Fair
LAP-031602546,Laptop,Dell,Latitude 3520,,Available,"3000 Lumens, HDMI, VGA",Good
LAP-031603023,Laptop,ASUS,Aspire 5,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
OTH-031604096,Others,Brother,LaserJet Pro,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
PRO-031605495,Projector,BenQ,MH550,,Available,"3000 Lumens, HDMI, VGA",New
OTH-031606906,Others,HP,DCP-L2550DW,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
PRO-031607790,Projector,Optoma,EB-X05,,Maintenance,"3000 Lumens, HDMI, VGA",New
DES-031608241,Desktop,Lenovo,EliteDesk 800,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-031609524,Others,Logitech,LaserJet Pro,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
DES-031610011,Desktop,HP,Veriton M,,Available,"3000 Lumens, HDMI, VGA",New
DES-031611614,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"13.3 inch Display, 128GB Storage",Good
DES-031612703,Desktop,Acer,ThinkCentre M720,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-031613255,Desktop,Acer,OptiPlex 3080,,Available,"Network Ready, Duplex Printing",New
TAB-031614193,Tablet,Samsung,Galaxy Tab A8,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
TAB-031615601,Tablet,Samsung,Galaxy Tab A8,,Available,"10.1 inch Display, 64GB Storage",Good
LAP-031616156,Laptop,Acer,Aspire 5,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
OTH-031617669,Others,Canon,LaserJet Pro,,Available,"13.3 inch Display, 128GB Storage",Fair
PRO-031618586,Projector,BenQ,MH550,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
DES-031619717,Desktop,Dell,Veriton M,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-031620954,Others,Brother,LaserJet Pro,,Maintenance,"Network Ready, Duplex Printing",New
PRO-031621507,Projector,ViewSonic,EB-X05,,Available,"3000 Lumens, HDMI, VGA",Fair
TAB-031622849,Tablet,Lenovo,iPad 9th Gen,,Available,"13.3 inch Display, 128GB Storage",Fair
PRO-031623196,Projector,ViewSonic,HD146X,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
OTH-031624240,Others,Logitech,LaserJet Pro,,Available,"4000 Lumens, Wireless",Fair
LAP-031625509,Laptop,Dell,Latitude 3520,,Maintenance,"Network Ready, Duplex Printing",Fair
TAB-031626896,Tablet,Apple,MatePad,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
LAP-031627044,Laptop,HP,Latitude 3520,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
DES-031628102,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
PRO-031629710,Projector,ViewSonic,PA503W,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
DES-031630482,Desktop,HP,ThinkCentre M720,,Available,"4000 Lumens, Wireless",Good
LAP-031631224,Laptop,Acer,Latitude 3520,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-031632774,Others,Canon,DCP-L2550DW,,Available,"4000 Lumens, Wireless",New
PRO-031633832,Projector,ViewSonic,MH550,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-031634272,Laptop,Dell,ThinkPad E14,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
LAP-031635947,Laptop,ASUS,Latitude 3520,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
TAB-031636065,Tablet,Huawei,Galaxy Tab A8,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-031637678,Others,Brother,LaserJet Pro,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
DES-031638541,Desktop,HP,Veriton M,,Maintenance,"10.1 inch Display, 64GB Storage",New
PRO-031639071,Projector,Epson,HD146X,,Available,"13.3 inch Display, 128GB Storage",Fair
DES-031640497,Desktop,Acer,ThinkCentre M720,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
TAB-031641453,Tablet,Huawei,Galaxy Tab A8,,Available,"3000 Lumens, HDMI, VGA",Fair
DES-031642461,Desktop,Dell,ThinkCentre M720,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-031643927,Projector,Optoma,EB-X05,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
TAB-031644468,Tablet,Huawei,MatePad,,Maintenance,"10.1 inch Display, 64GB Storage",Good
PRO-031645701,Projector,Epson,PA503W,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
PRO-031646916,Projector,Optoma,MH550,,Available,"13.3 inch Display, 128GB Storage",Good
LAP-031647593,Laptop,Dell,Aspire 5,,Maintenance,"10.1 inch Display, 64GB Storage",New
DES-031648545,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-031649318,Others,Brother,Printer MF445dw,,Available,"Network Ready, Duplex Printing",New
PRO-031650296,Projector,ViewSonic,EB-X05,,Maintenance,"4000 Lumens, Wireless",Good
PRO-031651027,Projector,ViewSonic,HD146X,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
DES-031652708,Desktop,HP,EliteDesk 800,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-031653251,Others,Logitech,LaserJet Pro,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
LAP-031654860,Laptop,Dell,Aspire 5,,Maintenance,"13.3 inch Display, 128GB Storage",New
PRO-031655310,Projector,Optoma,MH550,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
OTH-031656741,Others,Brother,DCP-L2550DW,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
TAB-031657754,Tablet,Lenovo,Galaxy Tab A8,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
DES-031658740,Desktop,Lenovo,ThinkCentre M720,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-031659286,Projector,Epson,MH550,,Maintenance,"Network Ready, Duplex Printing",Fair
LAP-031660853,Laptop,Lenovo,ThinkPad E14,,Maintenance,"13.3 inch Display, 128GB Storage",Good
OTH-031661878,Others,Logitech,Webcam C920,,Maintenance,"4000 Lumens, Wireless",Fair
DES-031662026,Desktop,HP,EliteDesk 800,,Maintenance,"10.1 inch Display, 64GB Storage",New
LAP-031663410,Laptop,Dell,ProBook 450,,Maintenance,"3000 Lumens, HDMI, VGA",Good
OTH-031664899,Others,Brother,LaserJet Pro,,Available,"4000 Lumens, Wireless",New
PRO-031665752,Projector,Epson,PA503W,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-031666637,Laptop,ASUS,Latitude 3520,,Maintenance,"Network Ready, Duplex Printing",Fair
TAB-031667235,Tablet,Huawei,MatePad,,Maintenance,"Network Ready, Duplex Printing",New
OTH-031668532,Others,Logitech,LaserJet Pro,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-031669800,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
TAB-031670049,Tablet,Samsung,iPad 9th Gen,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-031671698,Desktop,Dell,Veriton M,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
DES-031672177,Desktop,Dell,OptiPlex 3080,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
TAB-031673209,Tablet,Apple,Tab M10,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-031674090,Laptop,HP,ProBook 450,,Available,"4000 Lumens, Wireless",New
TAB-031675608,Tablet,Samsung,Galaxy Tab A8,,Available,"10.1 inch Display, 64GB Storage",Fair
TAB-031676071,Tablet,Apple,iPad 9th Gen,,Available,"3000 Lumens, HDMI, VGA",Fair
PRO-031677036,Projector,Epson,MH550,,Available,"4000 Lumens, Wireless",Fair
DES-031678488,Desktop,Dell,EliteDesk 800,,Available,"4000 Lumens, Wireless",New
DES-031679399,Desktop,Acer,EliteDesk 800,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
LAP-031680374,Laptop,HP,ThinkPad E14,,Maintenance,"Network Ready, Duplex Printing",Good
LAP-031681461,Laptop,Dell,ProBook 450,,Maintenance,"Network Ready, Duplex Printing",New
LAP-031682795,Laptop,ASUS,VivoBook 15,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-031683297,Laptop,Dell,ThinkPad E14,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
PRO-031684381,Projector,Epson,HD146X,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
PRO-031685205,Projector,Optoma,EB-X05,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
OTH-031686985,Others,HP,Printer MF445dw,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
PRO-031687138,Projector,Optoma,PA503W,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
PRO-031688539,Projector,Epson,EB-X05,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
DES-031689162,Desktop,Dell,OptiPlex 3080,,Available,"4000 Lumens, Wireless",Good
OTH-031690444,Others,HP,DCP-L2550DW,,Maintenance,"4000 Lumens, Wireless",New
DES-031691828,Desktop,Acer,OptiPlex 3080,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
LAP-031692523,Laptop,HP,ThinkPad E14,,Available,"3000 Lumens, HDMI, VGA",Good
TAB-031693293,Tablet,Lenovo,Galaxy Tab A8,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
LAP-031694886,Laptop,Dell,Latitude 3520,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-031695689,Others,Brother,Webcam C920,,Available,"4000 Lumens, Wireless",Good
TAB-031696365,Tablet,Huawei,iPad 9th Gen,,Maintenance,"3000 Lumens, HDMI, VGA",Good
LAP-031697792,Laptop,Acer,Aspire 5,,Available,"10.1 inch Display, 64GB Storage",New
DES-031698197,Desktop,Acer,EliteDesk 800,,Maintenance,"3000 Lumens, HDMI, VGA",Good
OTH-031699238,Others,Logitech,LaserJet Pro,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-031700630,Laptop,Dell,Latitude 3520,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
OTH-031701271,Others,Logitech,Webcam C920,,Available,"4000 Lumens, Wireless",Fair
PRO-031702486,Projector,Optoma,PA503W,,Maintenance,"3000 Lumens, HDMI, VGA",New
LAP-031703155,Laptop,Acer,Latitude 3520,,Available,"Network Ready, Duplex Printing",Fair
LAP-031704417,Laptop,Dell,Latitude 3520,,Available,"3000 Lumens, HDMI, VGA",Fair
PRO-031705550,Projector,ViewSonic,MH550,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
LAP-031706150,Laptop,Dell,ThinkPad E14,,Available,"4000 Lumens, Wireless",Fair
OTH-031707508,Others,HP,LaserJet Pro,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
LAP-031708356,Laptop,HP,VivoBook 15,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
TAB-031709288,Tablet,Apple,Tab M10,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
PRO-031710646,Projector,BenQ,MH550,,Maintenance,"10.1 inch Display, 64GB Storage",Good
PRO-031711276,Projector,Epson,EB-X05,,Maintenance,"4000 Lumens, Wireless",Good
PRO-031712308,Projector,Optoma,MH550,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
TAB-031713780,Tablet,Huawei,MatePad,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-031714525,Others,HP,DCP-L2550DW,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
TAB-031715226,Tablet,Samsung,MatePad,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
OTH-031716214,Others,Logitech,LaserJet Pro,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
PRO-031717310,Projector,BenQ,HD146X,,Available,"10.1 inch Display, 64GB Storage",Good
TAB-031718567,Tablet,Samsung,Galaxy Tab A8,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
DES-031719630,Desktop,Lenovo,Veriton M,,Maintenance,"13.3 inch Display, 128GB Storage",New
DES-031720531,Desktop,Acer,Veriton M,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
PRO-031721087,Projector,Optoma,MH550,,Maintenance,"10.1 inch Display, 64GB Storage",New
TAB-031722775,Tablet,Apple,Tab M10,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
TAB-031723596,Tablet,Lenovo,iPad 9th Gen,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-031724618,Tablet,Lenovo,MatePad,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
OTH-031725438,Others,HP,Printer MF445dw,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
DES-031726167,Desktop,HP,Veriton M,,Available,"Network Ready, Duplex Printing",Fair
DES-031727815,Desktop,Dell,OptiPlex 3080,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
PRO-031728913,Projector,ViewSonic,MH550,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
LAP-031729883,Laptop,HP,ThinkPad E14,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
LAP-031730674,Laptop,HP,VivoBook 15,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
LAP-031731139,Laptop,Lenovo,VivoBook 15,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
TAB-031732180,Tablet,Huawei,MatePad,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-031733099,Tablet,Samsung,iPad 9th Gen,,Maintenance,"3000 Lumens, HDMI, VGA",Good
