schoolCode,schoolName,category,province,district,sector,cell,village,email,phoneNumber,representativeEmail,status
SCH02639,Test School 2639,Other,Southern Province,Ruhango,Sector 20,Cell 10,Village 15,school2639@testschool.rw,+25078002639,,Inactive
SCH02640,Test School 2640,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school2640@testschool.rw,+25078002640,,Active
SCH02641,Test School 2641,VTC,Eastern Province,Kayonza,Sector 2,Cell 2,Village 2,school2641@testschool.rw,+25078002641,,Inactive
SCH02642,Test School 2642,Other,Western Province,Nyamasheke,Sector 3,Cell 3,Village 3,school2642@testschool.rw,+25078002642,,Active
SCH02643,Test School 2643,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school2643@testschool.rw,+25078002643,,Inactive
SCH02644,Test School 2644,VTC,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 5,school2644@testschool.rw,+25078002644,,Active
SCH02645,Test School 2645,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school2645@testschool.rw,+25078002645,,Inactive
SCH02646,Test School 2646,TSS,Eastern Province,Bugesera,Sector 7,Cell 7,Village 7,school2646@testschool.rw,+25078002646,,Active
SCH02647,Test School 2647,VTC,Western Province,Ngororero,Sector 8,Cell 8,Village 8,school2647@testschool.rw,+25078002647,,Inactive
SCH02648,Test School 2648,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school2648@testschool.rw,+25078002648,,Active
SCH02649,Test School 2649,TSS,Southern Province,Huye,Sector 10,Cell 10,Village 10,school2649@testschool.rw,+25078002649,,Inactive
SCH02650,Test School 2650,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school2650@testschool.rw,+25078002650,,Active
SCH02651,Test School 2651,Other,Eastern Province,Nyagatare,Sector 12,Cell 2,Village 12,school2651@testschool.rw,+25078002651,,Inactive
SCH02652,Test School 2652,TSS,Western Province,Rutsiro,Sector 13,Cell 3,Village 13,school2652@testschool.rw,+25078002652,,Active
SCH02653,Test School 2653,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school2653@testschool.rw,+25078002653,,Inactive
SCH02654,Test School 2654,Other,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 15,school2654@testschool.rw,+25078002654,,Active
SCH02655,Test School 2655,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school2655@testschool.rw,+25078002655,,Inactive
SCH02656,Test School 2656,VTC,Eastern Province,Kirehe,Sector 17,Cell 7,Village 2,school2656@testschool.rw,+25078002656,,Active
SCH02657,Test School 2657,Other,Western Province,Rubavu,Sector 18,Cell 8,Village 3,school2657@testschool.rw,+25078002657,,Inactive
SCH02658,Test School 2658,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school2658@testschool.rw,+25078002658,,Active
SCH02659,Test School 2659,VTC,Southern Province,Muhanga,Sector 20,Cell 10,Village 5,school2659@testschool.rw,+25078002659,,Inactive
SCH02660,Test School 2660,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school2660@testschool.rw,+25078002660,,Active
SCH02661,Test School 2661,TSS,Eastern Province,Gatsibo,Sector 2,Cell 2,Village 7,school2661@testschool.rw,+25078002661,,Inactive
SCH02662,Test School 2662,VTC,Western Province,Nyabihu,Sector 3,Cell 3,Village 8,school2662@testschool.rw,+25078002662,,Active
SCH02663,Test School 2663,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school2663@testschool.rw,+25078002663,,Inactive
SCH02664,Test School 2664,TSS,Southern Province,Gisagara,Sector 5,Cell 5,Village 10,school2664@testschool.rw,+25078002664,,Active
SCH02665,Test School 2665,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school2665@testschool.rw,+25078002665,,Inactive
SCH02666,Test School 2666,Other,Eastern Province,Rwamagana,Sector 7,Cell 7,Village 12,school2666@testschool.rw,+25078002666,,Active
SCH02667,Test School 2667,TSS,Western Province,Karongi,Sector 8,Cell 8,Village 13,school2667@testschool.rw,+25078002667,,Inactive
SCH02668,Test School 2668,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school2668@testschool.rw,+25078002668,,Active
SCH02669,Test School 2669,Other,Southern Province,Nyanza,Sector 10,Cell 10,Village 15,school2669@testschool.rw,+25078002669,,Inactive
SCH02670,Test School 2670,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school2670@testschool.rw,+25078002670,,Active
SCH02671,Test School 2671,VTC,Eastern Province,Ngoma,Sector 12,Cell 2,Village 2,school2671@testschool.rw,+25078002671,,Inactive
SCH02672,Test School 2672,Other,Western Province,Rusizi,Sector 13,Cell 3,Village 3,school2672@testschool.rw,+25078002672,,Active
SCH02673,Test School 2673,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school2673@testschool.rw,+25078002673,,Inactive
SCH02674,Test School 2674,VTC,Southern Province,Kamonyi,Sector 15,Cell 5,Village 5,school2674@testschool.rw,+25078002674,,Active
SCH02675,Test School 2675,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school2675@testschool.rw,+25078002675,,Inactive
SCH02676,Test School 2676,TSS,Eastern Province,Kayonza,Sector 17,Cell 7,Village 7,school2676@testschool.rw,+25078002676,,Active
SCH02677,Test School 2677,VTC,Western Province,Nyamasheke,Sector 18,Cell 8,Village 8,school2677@testschool.rw,+25078002677,,Inactive
SCH02678,Test School 2678,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school2678@testschool.rw,+25078002678,,Active
SCH02679,Test School 2679,TSS,Southern Province,Ruhango,Sector 20,Cell 10,Village 10,school2679@testschool.rw,+25078002679,,Inactive
SCH02680,Test School 2680,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school2680@testschool.rw,+25078002680,,Active
SCH02681,Test School 2681,Other,Eastern Province,Bugesera,Sector 2,Cell 2,Village 12,school2681@testschool.rw,+25078002681,,Inactive
SCH02682,Test School 2682,TSS,Western Province,Ngororero,Sector 3,Cell 3,Village 13,school2682@testschool.rw,+25078002682,,Active
SCH02683,Test School 2683,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school2683@testschool.rw,+25078002683,,Inactive
SCH02684,Test School 2684,Other,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 15,school2684@testschool.rw,+25078002684,,Active
SCH02685,Test School 2685,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school2685@testschool.rw,+25078002685,,Inactive
SCH02686,Test School 2686,VTC,Eastern Province,Nyagatare,Sector 7,Cell 7,Village 2,school2686@testschool.rw,+25078002686,,Active
SCH02687,Test School 2687,Other,Western Province,Rutsiro,Sector 8,Cell 8,Village 3,school2687@testschool.rw,+25078002687,,Inactive
SCH02688,Test School 2688,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school2688@testschool.rw,+25078002688,,Active
SCH02689,Test School 2689,VTC,Southern Province,Huye,Sector 10,Cell 10,Village 5,school2689@testschool.rw,+25078002689,,Inactive
SCH02690,Test School 2690,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school2690@testschool.rw,+25078002690,,Active
SCH02691,Test School 2691,TSS,Eastern Province,Kirehe,Sector 12,Cell 2,Village 7,school2691@testschool.rw,+25078002691,,Inactive
SCH02692,Test School 2692,VTC,Western Province,Rubavu,Sector 13,Cell 3,Village 8,school2692@testschool.rw,+25078002692,,Active
SCH02693,Test School 2693,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school2693@testschool.rw,+25078002693,,Inactive
SCH02694,Test School 2694,TSS,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 10,school2694@testschool.rw,+25078002694,,Active
SCH02695,Test School 2695,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school2695@testschool.rw,+25078002695,,Inactive
SCH02696,Test School 2696,Other,Eastern Province,Gatsibo,Sector 17,Cell 7,Village 12,school2696@testschool.rw,+25078002696,,Active
SCH02697,Test School 2697,TSS,Western Province,Nyabihu,Sector 18,Cell 8,Village 13,school2697@testschool.rw,+25078002697,,Inactive
SCH02698,Test School 2698,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school2698@testschool.rw,+25078002698,,Active
SCH02699,Test School 2699,Other,Southern Province,Muhanga,Sector 20,Cell 10,Village 15,school2699@testschool.rw,+25078002699,,Inactive
SCH02700,Test School 2700,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school2700@testschool.rw,+25078002700,,Active
SCH02701,Test School 2701,VTC,Eastern Province,Rwamagana,Sector 2,Cell 2,Village 2,school2701@testschool.rw,+25078002701,,Inactive
SCH02702,Test School 2702,Other,Western Province,Karongi,Sector 3,Cell 3,Village 3,school2702@testschool.rw,+25078002702,,Active
SCH02703,Test School 2703,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school2703@testschool.rw,+25078002703,,Inactive
SCH02704,Test School 2704,VTC,Southern Province,Gisagara,Sector 5,Cell 5,Village 5,school2704@testschool.rw,+25078002704,,Active
SCH02705,Test School 2705,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school2705@testschool.rw,+25078002705,,Inactive
SCH02706,Test School 2706,TSS,Eastern Province,Ngoma,Sector 7,Cell 7,Village 7,school2706@testschool.rw,+25078002706,,Active
SCH02707,Test School 2707,VTC,Western Province,Rusizi,Sector 8,Cell 8,Village 8,school2707@testschool.rw,+25078002707,,Inactive
SCH02708,Test School 2708,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school2708@testschool.rw,+25078002708,,Active
SCH02709,Test School 2709,TSS,Southern Province,Nyanza,Sector 10,Cell 10,Village 10,school2709@testschool.rw,+25078002709,,Inactive
SCH02710,Test School 2710,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school2710@testschool.rw,+25078002710,,Active
SCH02711,Test School 2711,Other,Eastern Province,Kayonza,Sector 12,Cell 2,Village 12,school2711@testschool.rw,+25078002711,,Inactive
SCH02712,Test School 2712,TSS,Western Province,Nyamasheke,Sector 13,Cell 3,Village 13,school2712@testschool.rw,+25078002712,,Active
SCH02713,Test School 2713,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school2713@testschool.rw,+25078002713,,Inactive
SCH02714,Test School 2714,Other,Southern Province,Kamonyi,Sector 15,Cell 5,Village 15,school2714@testschool.rw,+25078002714,,Active
SCH02715,Test School 2715,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school2715@testschool.rw,+25078002715,,Inactive
SCH02716,Test School 2716,VTC,Eastern Province,Bugesera,Sector 17,Cell 7,Village 2,school2716@testschool.rw,+25078002716,,Active
SCH02717,Test School 2717,Other,Western Province,Ngororero,Sector 18,Cell 8,Village 3,school2717@testschool.rw,+25078002717,,Inactive
SCH02718,Test School 2718,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school2718@testschool.rw,+25078002718,,Active
SCH02719,Test School 2719,VTC,Southern Province,Ruhango,Sector 20,Cell 10,Village 5,school2719@testschool.rw,+25078002719,,Inactive
SCH02720,Test School 2720,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school2720@testschool.rw,+25078002720,,Active
SCH02721,Test School 2721,TSS,Eastern Province,Nyagatare,Sector 2,Cell 2,Village 7,school2721@testschool.rw,+25078002721,,Inactive
SCH02722,Test School 2722,VTC,Western Province,Rutsiro,Sector 3,Cell 3,Village 8,school2722@testschool.rw,+25078002722,,Active
SCH02723,Test School 2723,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school2723@testschool.rw,+25078002723,,Inactive
SCH02724,Test School 2724,TSS,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 10,school2724@testschool.rw,+25078002724,,Active
SCH02725,Test School 2725,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school2725@testschool.rw,+25078002725,,Inactive
SCH02726,Test School 2726,Other,Eastern Province,Kirehe,Sector 7,Cell 7,Village 12,school2726@testschool.rw,+25078002726,,Active
SCH02727,Test School 2727,TSS,Western Province,Rubavu,Sector 8,Cell 8,Village 13,school2727@testschool.rw,+25078002727,,Inactive
SCH02728,Test School 2728,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school2728@testschool.rw,+25078002728,,Active
SCH02729,Test School 2729,Other,Southern Province,Huye,Sector 10,Cell 10,Village 15,school2729@testschool.rw,+25078002729,,Inactive
SCH02730,Test School 2730,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school2730@testschool.rw,+25078002730,,Active
SCH02731,Test School 2731,VTC,Eastern Province,Gatsibo,Sector 12,Cell 2,Village 2,school2731@testschool.rw,+25078002731,,Inactive
SCH02732,Test School 2732,Other,Western Province,Nyabihu,Sector 13,Cell 3,Village 3,school2732@testschool.rw,+25078002732,,Active
SCH02733,Test School 2733,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school2733@testschool.rw,+25078002733,,Inactive
SCH02734,Test School 2734,VTC,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 5,school2734@testschool.rw,+25078002734,,Active
SCH02735,Test School 2735,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school2735@testschool.rw,+25078002735,,Inactive
SCH02736,Test School 2736,TSS,Eastern Province,Rwamagana,Sector 17,Cell 7,Village 7,school2736@testschool.rw,+25078002736,,Active
SCH02737,Test School 2737,VTC,Western Province,Karongi,Sector 18,Cell 8,Village 8,school2737@testschool.rw,+25078002737,,Inactive
SCH02738,Test School 2738,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school2738@testschool.rw,+25078002738,,Active
SCH02739,Test School 2739,TSS,Southern Province,Muhanga,Sector 20,Cell 10,Village 10,school2739@testschool.rw,+25078002739,,Inactive
SCH02740,Test School 2740,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school2740@testschool.rw,+25078002740,,Active
SCH02741,Test School 2741,Other,Eastern Province,Ngoma,Sector 2,Cell 2,Village 12,school2741@testschool.rw,+25078002741,,Inactive
SCH02742,Test School 2742,TSS,Western Province,Rusizi,Sector 3,Cell 3,Village 13,school2742@testschool.rw,+25078002742,,Active
SCH02743,Test School 2743,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school2743@testschool.rw,+25078002743,,Inactive
SCH02744,Test School 2744,Other,Southern Province,Gisagara,Sector 5,Cell 5,Village 15,school2744@testschool.rw,+25078002744,,Active
SCH02745,Test School 2745,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school2745@testschool.rw,+25078002745,,Inactive
SCH02746,Test School 2746,VTC,Eastern Province,Kayonza,Sector 7,Cell 7,Village 2,school2746@testschool.rw,+25078002746,,Active
SCH02747,Test School 2747,Other,Western Province,Nyamasheke,Sector 8,Cell 8,Village 3,school2747@testschool.rw,+25078002747,,Inactive
SCH02748,Test School 2748,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school2748@testschool.rw,+25078002748,,Active
SCH02749,Test School 2749,VTC,Southern Province,Nyanza,Sector 10,Cell 10,Village 5,school2749@testschool.rw,+25078002749,,Inactive
SCH02750,Test School 2750,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school2750@testschool.rw,+25078002750,,Active
SCH02751,Test School 2751,TSS,Eastern Province,Bugesera,Sector 12,Cell 2,Village 7,school2751@testschool.rw,+25078002751,,Inactive
SCH02752,Test School 2752,VTC,Western Province,Ngororero,Sector 13,Cell 3,Village 8,school2752@testschool.rw,+25078002752,,Active
SCH02753,Test School 2753,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school2753@testschool.rw,+25078002753,,Inactive
SCH02754,Test School 2754,TSS,Southern Province,Kamonyi,Sector 15,Cell 5,Village 10,school2754@testschool.rw,+25078002754,,Active
SCH02755,Test School 2755,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school2755@testschool.rw,+25078002755,,Inactive
SCH02756,Test School 2756,Other,Eastern Province,Nyagatare,Sector 17,Cell 7,Village 12,school2756@testschool.rw,+25078002756,,Active
SCH02757,Test School 2757,TSS,Western Province,Rutsiro,Sector 18,Cell 8,Village 13,school2757@testschool.rw,+25078002757,,Inactive
SCH02758,Test School 2758,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school2758@testschool.rw,+25078002758,,Active
SCH02759,Test School 2759,Other,Southern Province,Ruhango,Sector 20,Cell 10,Village 15,school2759@testschool.rw,+25078002759,,Inactive
SCH02760,Test School 2760,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school2760@testschool.rw,+25078002760,,Active
SCH02761,Test School 2761,VTC,Eastern Province,Kirehe,Sector 2,Cell 2,Village 2,school2761@testschool.rw,+25078002761,,Inactive
SCH02762,Test School 2762,Other,Western Province,Rubavu,Sector 3,Cell 3,Village 3,school2762@testschool.rw,+25078002762,,Active
SCH02763,Test School 2763,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school2763@testschool.rw,+25078002763,,Inactive
SCH02764,Test School 2764,VTC,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 5,school2764@testschool.rw,+25078002764,,Active
SCH02765,Test School 2765,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school2765@testschool.rw,+25078002765,,Inactive
SCH02766,Test School 2766,TSS,Eastern Province,Gatsibo,Sector 7,Cell 7,Village 7,school2766@testschool.rw,+25078002766,,Active
SCH02767,Test School 2767,VTC,Western Province,Nyabihu,Sector 8,Cell 8,Village 8,school2767@testschool.rw,+25078002767,,Inactive
SCH02768,Test School 2768,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school2768@testschool.rw,+25078002768,,Active
SCH02769,Test School 2769,TSS,Southern Province,Huye,Sector 10,Cell 10,Village 10,school2769@testschool.rw,+25078002769,,Inactive
SCH02770,Test School 2770,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school2770@testschool.rw,+25078002770,,Active
SCH02771,Test School 2771,Other,Eastern Province,Rwamagana,Sector 12,Cell 2,Village 12,school2771@testschool.rw,+25078002771,,Inactive
SCH02772,Test School 2772,TSS,Western Province,Karongi,Sector 13,Cell 3,Village 13,school2772@testschool.rw,+25078002772,,Active
SCH02773,Test School 2773,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school2773@testschool.rw,+25078002773,,Inactive
SCH02774,Test School 2774,Other,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 15,school2774@testschool.rw,+25078002774,,Active
SCH02775,Test School 2775,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school2775@testschool.rw,+25078002775,,Inactive
SCH02776,Test School 2776,VTC,Eastern Province,Ngoma,Sector 17,Cell 7,Village 2,school2776@testschool.rw,+25078002776,,Active
SCH02777,Test School 2777,Other,Western Province,Rusizi,Sector 18,Cell 8,Village 3,school2777@testschool.rw,+25078002777,,Inactive
SCH02778,Test School 2778,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school2778@testschool.rw,+25078002778,,Active
SCH02779,Test School 2779,VTC,Southern Province,Muhanga,Sector 20,Cell 10,Village 5,school2779@testschool.rw,+25078002779,,Inactive
SCH02780,Test School 2780,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school2780@testschool.rw,+25078002780,,Active
SCH02781,Test School 2781,TSS,Eastern Province,Kayonza,Sector 2,Cell 2,Village 7,school2781@testschool.rw,+25078002781,,Inactive
